Period,Teacher_Mean_Loss,Teacher_Std_Loss,Company_Mean_Loss,Company_Std_Loss,Avg_Salary,Max_Teacher_Profit,Teacher_Loss_%,Group_Number,Mean_Lesson_Cost,Profit_School_Year,Company_Loss_%
2022-08-01 — 2023-07-31,1010.42,297.13,8721.98,2645.45,34.07,81765.18,6.18,54,1306.88,846859.92,55.62
