Period,Teacher_Mean_Loss,Teacher_Std_Loss,Company_Mean_Loss,Company_Std_Loss,Avg_Salary,Max_Teacher_Profit,Teacher_Loss_%,Group_Number,Mean_Lesson_Cost,Profit_School_Year,Company_Loss_%
2023-08-01 — 2024-07-31,1193.19,250.94,10524.68,2171.8,38.05,109579.49,6.53,83,1491.45,1485487.18,58.81
